Year,GeoCode,Value
3210,2020,,178
3211,2021,,179
3212,2009,,114
3213,2010,,111
3214,2011,,109
3215,2012,,110
3216,2013,,110
3217,2014,,108
3218,2015,,101
3219,2016,,97
3220,2017,,91
3221,2018,,91
3222,2019,,92
3223,2020,,89
3224,2021,,88
3225,2009,,80
3226,2010,,86
3227,2011,,99
3228,2012,,103
3229,2013,,108
3230,2014,,117
3231,2015,,113
3232,2016,,118
3233,2017,,119
3234,2018,,117
3235,2019,,111
3236,2020,,111
3237,2021,,114
3238,2009,,52
3239,2010,,57
3240,2011,,58
3241,2012,,56
3242,2013,,60
3243,2014,,60
3244,2015,,59
3245,2016,,63
3246,2017,,68
3247,2018,,71
3248,2019,,72
3249,2020,,71
3250,2021,,78
3251,2009,,164
3252,2010,,171
3253,2011,,171
3254,2012,,170
3255,2013,,162
3256,2014,,163
3257,2015,,169
3258,2016,,170
3259,2017,,185
3260,2018,,185
3261,2019,,178
3262,2020,,175
3263,2021,,178
3264,2009,,123
3265,2010,,124
3266,2011,,125
3267,2012,,126
3268,2013,,123
3269,2014,,127
3270,2015,,121
3271,2016,,121
3272,2017,,128
3273,2018,,130
3274,2019,,136
3275,2020,,134
3276,2021,,132
3277,2009,,93
3278,2010,,101
3279,2011,,98
3280,2012,,95
3281,2013,,106
3282,2014,,118
3283,2015,,120
3284,2016,,114
3285,2017,,116
3286,2018,,117
3287,2019,,118
3288,2020,,129
3289,2021,,128
3290,2009,,76
3291,2010,,79
3292,2011,,85
3293,2012,,94
3294,2013,,93
3295,2014,,91
3296,2015,,90
3297,2016,,95
3298,2017,,97
3299,2018,,107
3300,2019,,110
3301,2020,,106
3302,2021,,108
3303,2009,,112
3304,2010,,112
3305,2011,,107
3306,2012,,105
3307,2013,,108
3308,2014,,108
3309,2015,,107
3310,2016,,102
3311,2017,,102
3312,2018,,101
3313,2019,,96
3314,2020,,106
3315,2021,,109
3316,2009,,64
3317,2010,,69
3318,2011,,71
3319,2012,,67
3320,2013,,68
3321,2014,,66
3322,2015,,68
3323,2016,,67
3324,2017,,72
3325,2018,,75
3326,2019,,75
3327,2020,,79
3328,2021,,81
3329,2009,,167
3330,2010,,156
3331,2011,,156
3332,2012,,161
3333,2013,,151
3334,2014,,153
3335,2015,,150
3336,2016,,152
3337,2017,,143
3338,2018,,136
3339,2019,,134
3340,2020,,134
3341,2021,,142
3342,2009,,156
3343,2010,,161
3344,2011,,169
3345,2012,,166
3346,2013,,164
3347,2014,,174
3348,2015,,162
3349,2016,,167
3350,2017,,164
3351,2018,,174
3352,2019,,166
3353,2020,,166
3354,2021,,164
3355,2009,,117
3356,2010,,128
3357,2011,,125
3358,2012,,136
3359,2013,,140
3360,2014,,146
3361,2015,,156
3362,2016,,164
3363,2017,,175
3364,2018,,178
3365,2019,,190
3366,2020,,193
3367,2021,,205
3368,2009,,172
3369,2010,,179
3370,2011,,187
3371,2012,,183
3372,2013,,178
3373,2014,,190
3374,2015,,197
3375,2016,,207
3376,2017,,218
3377,2018,,214
3378,2019,,215
3379,2020,,222
3380,2021,,226
3381,2009,,112
3382,2010,,112
3383,2011,,110
3384,2012,,114
3385,2013,,122
3386,2014,,122
3387,2015,,124
3388,2016,,114
3389,2017,,106
3390,2018,,105
3391,2019,,109
3392,2020,,107
3393,2021,,110
3394,2009,,85
3395,2010,,83
3396,2011,,82
3397,2012,,79
3398,2013,,77
3399,2014,,79
3400,2015,,74
3401,2016,,71
3402,2017,,68
3403,2018,,67
3404,2019,,67
3405,2020,,64
3406,2021,,60
3407,2009,,98
3408,2010,,103
3409,2011,,104
3410,2012,,105
3411,2013,,102
3412,2014,,99
3413,2015,,100
3414,2016,,103
3415,2017,,101
3416,2018,,93
3417,2019,,92
3418,2020,,95
3419,2021,,99
3420,2009,,136
3421,2010,,140
3422,2011,,148
3423,2012,,141
3424,2013,,150
3425,2014,,150
3426,2015,,153
3427,2016,,165
3428,2017,,163
3429,2018,,179
3430,2019,,192
3431,2020,,197
3432,2021,,208
3433,2009,,55
3434,2010,,58
3435,2011,,65
3436,2012,,66
3437,2013,,68
3438,2014,,72
3439,2015,,76
3440,2016,,81
3441,2017,,88
3442,2018,,88
3443,2019,,95
3444,2020,,100
3445,2021,,104
3446,2009,,44
3447,2010,,48
3448,2011,,52
3449,2012,,53
3450,2013,,62
3451,2014,,68
3452,2015,,67
3453,2016,,72
3454,2017,,82
3455,2018,,82
3456,2019,,88
3457,2020,,93
3458,2021,,94
3459,2009,,54
3460,2010,,57
3461,2011,,62
3462,2012,,68
3463,2013,,67
3464,2014,,68
3465,2015,,70
3466,2016,,79
3467,2017,,86
3468,2018,,97
3469,2019,,97
3470,2020,,109
3471,2021,,119
3472,2009,,112
3473,2010,,112
3474,2011,,115
3475,2012,,116
3476,2013,,122
3477,2014,,129
3478,2015,,135
3479,2016,,142
3480,2017,,150
3481,2018,,157
3482,2019,,167
3483,2020,,174
3484,2021,,173
3485,2009,,59
3486,2010,,60
3487,2011,,64
3488,2012,,68
3489,2013,,71
3490,2014,,74
3491,2015,,73
3492,2016,,74
3493,2017,,78
3494,2018,,85
3495,2019,,85
3496,2020,,87
3497,2021,,91
3498,2009,,51
3499,2010,,52
3500,2011,,56
3501,2012,,58
3502,2013,,52
3503,2014,,53
3504,2015,,60
3505,2016,,64
3506,2017,,67
3507,2018,,71
3508,2019,,75
3509,2020,,86
3510,2021,,94
3511,2009,,56
3512,2010,,59
3513,2011,,62
3514,2012,,61
3515,2013,,62
3516,2014,,65
3517,2015,,69
3518,2016,,73
3519,2017,,77
3520,2018,,83
3521,2019,,83
3522,2020,,91
3523,2021,,91
3524,2009,,150
3525,2010,,162
3526,2011,,166
3527,2012,,168
3528,2013,,180
3529,2014,,192
3530,2015,,195
3531,2016,,202
3532,2017,,193
3533,2018,,199
3534,2019,,214
3535,2020,,223
3536,2021,,223
3537,2009,,79
3538,2010,,82
3539,2011,,82
3540,2012,,86
3541,2013,,101
3542,2014,,106
3543,2015,,109
3544,2016,,103
3545,2017,,104
3546,2018,,110
3547,2019,,113
3548,2020,,125
3549,2021,,122
3550,2009,,60
3551,2010,,62
3552,2011,,65
3553,2012,,62
3554,2013,,64
3555,2014,,68
3556,2015,,73
3557,2016,,72
3558,2017,,72
3559,2018,,81
3560,2019,,87
3561,2020,,88
3562,2021,,92
3563,2009,,51
3564,2010,,60
3565,2011,,63
3566,2012,,66
3567,2013,,69
3568,2014,,67
3569,2015,,69
3570,2016,,70
3571,2017,,78
3572,2018,,88
3573,2019,,96
3574,2020,,106
3575,2021,,114
3576,2009,,63
3577,2010,,68
3578,2011,,69
3579,2012,,74
3580,2013,,80
3581,2014,,83
3582,2015,,82
3583,2016,,88
3584,2017,,91
3585,2018,,98
3586,2019,,112
3587,2020,,118
3588,2021,,133
3589,2009,,96
3590,2010,,103
3591,2011,,105
3592,2012,,103
3593,2013,,98
3594,2014,,99
3595,2015,,100
3596,2016,,102
3597,2017,,109
3598,2018,,118
3599,2019,,125
3600,2020,,137
3601,2021,,133
3602,2009,,106
3603,2010,,114
3604,2011,,113
3605,2012,,116
3606,2013,,124
3607,2014,,128
3608,2015,,128
3609,2016,,126
3610,2017,,130
3611,2018,,133
3612,2019,,131
3613,2020,,141
3614,2021,,145
3615,2009,,164
3616,2010,,166
3617,2011,,183
3618,2012,,185
3619,2013,,197
3620,2014,,196
3621,2015,,208
3622,2016,,207
3623,2017,,200
3624,2018,,198
3625,2019,,196
3626,2020,,200
3627,2021,,200
3628,2009,,51
3629,2010,,49
3630,2011,,50
3631,2012,,56
3632,2013,,56
3633,2014,,67
3634,2015,,72
3635,2016,,78
3636,2017,,82
3637,2018,,87
3638,2019,,97
3639,2020,,105
3640,2021,,117
3641,2009,,74
3642,2010,,75
3643,2011,,76
3644,2012,,77
3645,2013,,84
3646,2014,,90
3647,2015,,96
3648,2016,,104
3649,2017,,104
3650,2018,,108
3651,2019,,118
3652,2020,,130
3653,2021,,135
3654,2009,,105
3655,2010,,114
3656,2011,,121
3657,2012,,131
3658,2013,,140
3659,2014,,140
3660,2015,,143
3661,2016,,144
3662,2017,,149
3663,2018,,157
3664,2019,,161
3665,2020,,168
3666,2021,,170
3667,2009,,68
3668,2010,,76
3669,2011,,79
3670,2012,,83
3671,2013,,84
3672,2014,,96
3673,2015,,101
3674,2016,,104
3675,2017,,116
3676,2018,,124
3677,2019,,136
3678,2020,,150
3679,2021,,162
3680,2009,,32
3681,2010,,36
3682,2011,,42
3683,2012,,47
3684,2013,,52
3685,2014,,52
3686,2015,,55
3687,2016,,62
3688,2017,,68
3689,2018,,75
3690,2019,,83
3691,2020,,91
3692,2021,,111
3693,2009,,56
3694,2010,,60
3695,2011,,63
3696,2012,,58
3697,2013,,63
3698,2014,,70
3699,2015,,73
3700,2016,,76
3701,2017,,83
3702,2018,,91
3703,2019,,96
3704,2020,,104
3705,2021,,100
3706,2009,,104
3707,2010,,110
3708,2011,,116
3709,2012,,114
3710,2013,,120
3711,2014,,122
3712,2015,,116
3713,2016,,115
3714,2017,,117
3715,2018,,120
3716,2019,,121
3717,2020,,114
3718,2021,,112
3719,2009,,85
3720,2010,,88
3721,2011,,95
3722,2012,,98
3723,2013,,107
3724,2014,,116
3725,2015,,115
3726,2016,,119
3727,2017,,124
3728,2018,,126
3729,2019,,127
3730,2020,,139
3731,2021,,139
3732,2009,,57
3733,2010,,60
3734,2011,,67
3735,2012,,77
3736,2013,,77
3737,2014,,84
3738,2015,,86
3739,2016,,90
3740,2017,,93
3741,2018,,98
3742,2019,,106
3743,2020,,114
3744,2021,,125
3745,2009,,115
3746,2010,,119
3747,2011,,121
3748,2012,,119
3749,2013,,121
3750,2014,,130
3751,2015,,143
3752,2016,,142
3753,2017,,137
3754,2018,,141
3755,2019,,139
3756,2020,,138
3757,2021,,147
3758,2009,,131
3759,2010,,138
3760,2011,,147
3761,2012,,142
3762,2013,,143
3763,2014,,152
3764,2015,,153
3765,2016,,160
3766,2017,,159
3767,2018,,160
3768,2019,,162
3769,2020,,156
3770,2021,,155
3771,2009,,128
3772,2010,,138
3773,2011,,133
3774,2012,,135
3775,2013,,136
3776,2014,,128
3777,2015,,126
3778,2016,,128
3779,2017,,129
3780,2018,,131
3781,2019,,131
3782,2020,,134
3783,2021,,134
3784,2009,,99
3785,2010,,98
3786,2011,,94
3787,2012,,91
3788,2013,,97
3789,2014,,100
3790,2015,,99
3791,2016,,96
3792,2017,,92
3793,2018,,97
3794,2019,,102
3795,2020,,110
3796,2021,,114
3797,2009,,160
3798,2010,,154
3799,2011,,150
3800,2012,,148
3801,2013,,156
3802,2014,,155
3803,2015,,151
3804,2016,,155
3805,2017,,149
3806,2018,,150
3807,2019,,148
3808,2020,,146
3809,2021,,139
3810,2009,,133
3811,2010,,138
3812,2011,,140
3813,2012,,150
3814,2013,,156
3815,2014,,160
3816,2015,,162
3817,2016,,157
3818,2017,,157
3819,2018,,152
3820,2019,,153
3821,2020,,153
3822,2021,,153
3823,2009,,97
3824,2010,,101
3825,2011,,107
3826,2012,,100
3827,2013,,102
3828,2014,,103
3829,2015,,104
3830,2016,,106
3831,2017,,101
3832,2018,,98
3833,2019,,98
3834,2020,,97
3835,2021,,94
3836,2009,,117
3837,2010,,124
3838,2011,,132
3839,2012,,131
3840,2013,,129
3841,2014,,131
3842,2015,,132
3843,2016,,129
3844,2017,,135
3845,2018,,131
3846,2019,,131
3847,2020,,137
3848,2021,,136
3849,2009,,179
3850,2010,,181
3851,2011,,182
3852,2012,,185
3853,2013,,189
3854,2014,,189
3855,2015,,191
3856,2016,,200
3857,2017,,203
3858,2018,,201
3859,2019,,196
3860,2020,,184
3861,2021,,176
3862,2009,,86
3863,2010,,90
3864,2011,,90
3865,2012,,97
3866,2013,,102
3867,2014,,105
3868,2015,,104
3869,2016,,106
3870,2017,,111
3871,2018,,110
3872,2019,,109
3873,2020,,112
3874,2021,,112
3875,2009,,106
3876,2010,,187
3877,2011,,186
3878,2012,,190
3879,2013,,183
3880,2014,,181
3881,2015,,182
3882,2016,,185
3883,2017,,181
3884,2018,,183
3885,2019,,181
3886,2020,,182
3887,2021,,185
3888,2009,,65
3889,2010,,70
3890,2011,,67
3891,2012,,65
3892,2013,,71
3893,2014,,68
3894,2015,,67
3895,2016,,64
3896,2017,,66
3897,2018,,58
3898,2019,,66
3899,2020,,65
3900,2021,,63
3901,2009,,131
3902,2010,,129
3903,2011,,130
3904,2012,,124
3905,2013,,121
3906,2014,,126
3907,2015,,132
3908,2016,,134
3909,2017,,145
3910,2018,,146
3911,2019,,146
3912,2020,,146
3913,2021,,155
3914,2009,,51
3915,2010,,51
3916,2011,,51
3917,2012,,58
3918,2013,,64
3919,2014,,63
3920,2015,,63
3921,2016,,65
3922,2017,,68
3923,2018,,75
3924,2019,,76
3925,2020,,78
3926,2021,,77
3927,2009,,82
3928,2010,,80
3929,2011,,87
3930,2012,,92
3931,2013,,96
3932,2014,,96
3933,2015,,101
3934,2016,,103
3935,2017,,107
3936,2018,,110
3937,2019,,119
3938,2020,,119
3939,2021,,119
3940,2009,,114
3941,2010,,109
3942,2011,,114
3943,2012,,115
3944,2013,,115
3945,2014,,115
3946,2015,,114
3947,2016,,122
3948,2017,,120
3949,2018,,124
3950,2019,,130
3951,2020,,131
3952,2021,,137
3953,2009,,71
3954,2010,,74
3955,2011,,78
3956,2012,,80
3957,2013,,84
3958,2014,,90
3959,2015,,94
3960,2016,,103
3961,2017,,105
3962,2018,,111
3963,2019,,116
3964,2020,,130
3965,2021,,142
3966,2009,,78
3967,2010,,79
3968,2011,,94
3969,2012,,100
3970,2013,,102
3971,2014,,109
3972,2015,,104
3973,2016,,110
3974,2017,,116
3975,2018,,122
3976,2019,,124
3977,2020,,132
3978,2021,,142
3979,2009,,108
3980,2010,,102
3981,2011,,109
3982,2012,,118
3983,2013,,119
3984,2014,,123
3985,2015,,131
3986,2016,,135
3987,2017,,135
3988,2018,,141
3989,2019,,147
3990,2020,,149
3991,2021,,149
3992,2009,,122
3993,2010,,132
3994,2011,,136
3995,2012,,137
3996,2013,,142
3997,2014,,146
3998,2015,,149
3999,2016,,147
4000,2017,,155
4001,2018,,163
4002,2019,,163
4003,2020,,156
4004,2021,,165
4005,2009,,78
4006,2010,,80
4007,2011,,82
4008,2012,,82
4009,2013,,85
4010,2014,,83
4011,2015,,91
4012,2016,,92
4013,2017,,88
4014,2018,,91
4015,2019,,96
4016,2020,,97
4017,2021,,100
4018,2009,,76
4019,2010,,76
4020,2011,,82
4021,2012,,85
4022,2013,,88
4023,2014,,90
4024,2015,,91
4025,2016,,89
4026,2017,,93
4027,2018,,98
4028,2019,,99
4029,2020,,102
4030,2021,,105
4031,2009,,165
4032,2010,,170
4033,2011,,162
4034,2012,,163
4035,2013,,164
4036,2014,,169
4037,2015,,161
4038,2016,,161
4039,2017,,160
4040,2018,,158
4041,2019,,157
4042,2020,,153
4043,2021,,154
4044,2009,,77
4045,2010,,79
4046,2011,,81
4047,2012,,90
4048,2013,,96
4049,2014,,103
4050,2015,,109
4051,2016,,125
4052,2017,,128
4053,2018,,137
4054,2019,,149
4055,2020,,159
4056,2021,,171
4057,2009,,82
4058,2010,,84
4059,2011,,80
4060,2012,,76
4061,2013,,78
4062,2014,,82
4063,2015,,88
4064,2016,,95
4065,2017,,93
4066,2018,,87
4067,2019,,88
4068,2020,,88
4069,2021,,96
4070,2009,,152
4071,2010,,157
4072,2011,,148
4073,2012,,144
4074,2013,,145
4075,2014,,150
4076,2015,,144
4077,2016,,153
4078,2017,,153
4079,2018,,158
4080,2019,,166
4081,2020,,171
4082,2021,,175
4083,2009,,81
4084,2010,,87
4085,2011,,89
4086,2012,,90
4087,2013,,94
4088,2014,,99
4089,2015,,104
4090,2016,,114
4091,2017,,112
4092,2018,,113
4093,2019,,120
4094,2020,,122
4095,2021,,126
4096,2009,,93
4097,2010,,93
4098,2011,,92
4099,2012,,94
4100,2013,,93
4101,2014,,91
4102,2015,,96
4103,2016,,100
4104,2017,,92
4105,2018,,90
4106,2019,,87
4107,2020,,81
4108,2021,,76
4109,2009,,98
4110,2010,,99
4111,2011,,100
4112,2012,,94
4113,2013,,98
4114,2014,,95
4115,2015,,94
4116,2016,,96
4117,2017,,92
4118,2018,,90
4119,2019,,87
4120,2020,,87
4121,2021,,85
4122,2009,,108
4123,2010,,112
4124,2011,,105
4125,2012,,104
4126,2013,,109
4127,2014,,99
4128,2015,,98
4129,2016,,92
4130,2017,,92
4131,2018,,88
4132,2019,,87
4133,2020,,80
4134,2021,,81
4135,2009,,61
4136,2010,,63
4137,2011,,77
4138,2012,,76
4139,2013,,81
4140,2014,,87
4141,2015,,93
4142,2016,,103
4143,2017,,112
4144,2018,,119
4145,2019,,133
4146,2020,,139
4147,2021,,143
4148,2009,,33
4149,2010,,35
4150,2011,,38
4151,2012,,37
4152,2013,,39
4153,2014,,43
4154,2015,,49
4155,2016,,59
4156,2017,,63
4157,2018,,67
4158,2019,,70
4159,2020,,64
4160,2021,,71
4161,2009,,105
4162,2010,,101
4163,2011,,99
4164,2012,,94
4165,2013,,95
4166,2014,,94
4167,2015,,93
4168,2016,,96
4169,2017,,100
4170,2018,,95
4171,2019,,97
4172,2020,,100
4173,2021,,102
4174,2009,,71
4175,2010,,76
4176,2011,,81
4177,2012,,88
4178,2013,,93
4179,2014,,91
4180,2015,,95
4181,2016,,106
4182,2017,,105
4183,2018,,110
4184,2019,,109
4185,2020,,109
4186,2021,,109
4187,2009,,83
4188,2010,,80
4189,2011,,79
4190,2012,,77
4191,2013,,81
4192,2014,,85
4193,2015,,84
4194,2016,,95
4195,2017,,98
4196,2018,,100
4197,2019,,111
4198,2020,,112
4199,2021,,119
4200,2009,,112
4201,2010,,118
4202,2011,,122
4203,2012,,124
4204,2013,,129
4205,2014,,132
4206,2015,,140
4207,2016,,144
4208,2017,,155
4209,2018,,161
4210,2019,,169
4211,2020,,165
4212,2021,,164
4213,2009,,135
4214,2010,,138
4215,2011,,145
4216,2012,,145
4217,2013,,141
4218,2014,,140
4219,2015,,138
4220,2016,,143
4221,2017,,139
4222,2018,,139
4223,2019,,144
4224,2020,,138
4225,2021,,135
4226,2009,,52
4227,2010,,51
4228,2011,,47
4229,2012,,54
4230,2013,,58
4231,2014,,64
4232,2015,,72
4233,2016,,83
4234,2017,,89
4235,2018,,98
4236,2019,,106
4237,2020,,113
4238,2021,,115
4239,2009,,206
4240,2010,,207
4241,2011,,216
4242,2012,,213
4243,2013,,212
4244,2014,,220
4245,2015,,226
4246,2016,,224
4247,2017,,228
4248,2018,,233
4249,2019,,239
4250,2020,,234
4251,2021,,240
4252,2009,,170
4253,2010,,173
4254,2011,,175
4255,2012,,183
4256,2013,,180
4257,2014,,180
4258,2015,,177
4259,2016,,177
4260,2017,,178
4261,2018,,166
4262,2019,,171
4263,2020,,158
4264,2021,,157
4265,2009,,148
4266,2010,,148
4267,2011,,149
4268,2012,,153
4269,2013,,148
4270,2014,,156
4271,2015,,147
4272,2016,,152
4273,2017,,152
4274,2018,,153
4275,2019,,148
4276,2020,,149
4277,2021,,154
4278,2009,,108
4279,2010,,112
4280,2011,,111
4281,2012,,116
4282,2013,,120
4283,2014,,126
4284,2015,,130
4285,2016,,128
4286,2017,,129
4287,2018,,119
4288,2019,,124
4289,2020,,129
4290,2021,,132
4291,2009,,172
4292,2010,,177
4293,2011,,185
4294,2012,,185
4295,2013,,193
4296,2014,,193
4297,2015,,196
4298,2016,,204
4299,2017,,207
4300,2018,,212
4301,2019,,213
4302,2020,,217
4303,2021,,218
4304,2009,,165
4305,2010,,164
4306,2011,,156
4307,2012,,150
4308,2013,,143
4309,2014,,139
4310,2015,,138
4311,2016,,134
4312,2017,,140
4313,2018,,139
4314,2019,,132
4315,2020,,127
4316,2021,,122
4317,2009,,148
4318,2010,,156
4319,2011,,167
4320,2012,,154
4321,2013,,160
4322,2014,,163
4323,2015,,165
4324,2016,,166
4325,2017,,169
4326,2018,,166
4327,2019,,178
4328,2020,,178
4329,2021,,176
4330,2009,,210
4331,2010,,204
4332,2011,,200
4333,2012,,204
4334,2013,,203
4335,2014,,205
4336,2015,,209
4337,2016,,209
4338,2017,,204
4339,2018,,205
4340,2019,,203
4341,2020,,205
4342,2021,,204
4343,2009,,164
4344,2010,,165
4345,2011,,161
4346,2012,,160
4347,2013,,155
4348,2014,,153
4349,2015,,146
4350,2016,,141
4351,2017,,142
4352,2018,,131
4353,2019,,137
4354,2020,,127
4355,2021,,125
4356,2009,,108
4357,2010,,104
4358,2011,,103
4359,2012,,109
4360,2013,,107
4361,2014,,111
4362,2015,,108
4363,2016,,112
4364,2017,,111
4365,2018,,112
4366,2019,,115
4367,2020,,115
4368,2021,,119
4369,2009,,118
4370,2010,,129
4371,2011,,130
4372,2012,,130
4373,2013,,129
4374,2014,,128
4375,2015,,134
4376,2016,,142
4377,2017,,144
4378,2018,,142
4379,2019,,145
4380,2020,,143
4381,2021,,137
4382,2009,,99
4383,2010,,103
4384,2011,,107
4385,2012,,106
4386,2013,,108
4387,2014,,117
4388,2015,,111
4389,2016,,112
4390,2017,,110
4391,2018,,106
4392,2019,,105
4393,2020,,107
4394,2021,,109
4395,2009,,128
4396,2010,,132
4397,2011,,137
4398,2012,,137
4399,2013,,129
4400,2014,,120
4401,2015,,119
4402,2016,,110
4403,2017,,112
4404,2018,,109
4405,2019,,106
4406,2020,,97
4407,2021,,94
4408,2009,,96
4409,2010,,101
4410,2011,,101
4411,2012,,106
4412,2013,,110
4413,2014,,104
4414,2015,,104
4415,2016,,102
4416,2017,,103
4417,2018,,110
4418,2019,,112
4419,2020,,109
4420,2021,,107
4421,2009,,101
4422,2010,,102
4423,2011,,108
4424,2012,,106
4425,2013,,109
4426,2014,,111
4427,2015,,115
4428,2016,,109
4429,2017,,105
4430,2018,,106
4431,2019,,99
4432,2020,,105
4433,2021,,104
4434,2009,,144
4435,2010,,147
4436,2011,,146
4437,2012,,150
4438,2013,,157
4439,2014,,161
4440,2015,,155
4441,2016,,150
4442,2017,,154
4443,2018,,157
4444,2019,,157
4445,2020,,154
4446,2021,,152
4447,2009,,125
4448,2010,,129
4449,2011,,127
4450,2012,,133
4451,2013,,128
4452,2014,,126
4453,2015,,124
4454,2016,,124
4455,2017,,123
4456,2018,,125
4457,2019,,118
4458,2020,,119
4459,2021,,126
4460,2009,,85
4461,2010,,94
4462,2011,,97
4463,2012,,99
4464,2013,,96
4465,2014,,97
4466,2015,,101
4467,2016,,111
4468,2017,,117
4469,2018,,115
4470,2019,,121
4471,2020,,112
4472,2021,,112
4473,2009,,125
4474,2010,,127
4475,2011,,130
4476,2012,,138
4477,2013,,140
4478,2014,,143
4479,2015,,142
4480,2016,,139
4481,2017,,143
4482,2018,,144
4483,2019,,141
4484,2020,,143
4485,2021,,140
4486,2009,,162
4487,2010,,167
4488,2011,,164
4489,2012,,175
4490,2013,,167
4491,2014,,160
4492,2015,,163
4493,2016,,161
4494,2017,,165
4495,2018,,157
4496,2019,,150
4497,2020,,154
4498,2021,,153
4499,2009,,113
4500,2010,,121
4501,2011,,123
4502,2012,,133
4503,2013,,137
4504,2014,,149
4505,2015,,154
4506,2016,,164
4507,2017,,172
4508,2018,,183
4509,2019,,190
4510,2020,,203
4511,2021,,213
4512,2009,,69
4513,2010,,76
4514,2011,,83
4515,2012,,92
4516,2013,,90
4517,2014,,103
4518,2015,,113
4519,2016,,116
4520,2017,,126
4521,2018,,131
4522,2019,,142
4523,2020,,150
4524,2021,,152
4525,2009,,177
4526,2010,,178
4527,2011,,178
4528,2012,,181
4529,2013,,192
4530,2014,,196
4531,2015,,200
4532,2016,,213
4533,2017,,221
4534,2018,,226
4535,2019,,226
4536,2020,,228
4537,2021,,232
4538,2009,,25
4539,2010,,26
4540,2011,,29
4541,2012,,31
4542,2013,,34
4543,2014,,39
4544,2015,,48
4545,2016,,52
4546,2017,,59
4547,2018,,65
4548,2019,,68
4549,2020,,76
4550,2021,,81
4551,2009,,139
4552,2010,,145
4553,2011,,152
4554,2012,,159
4555,2013,,159
4556,2014,,163
4557,2015,,176
4558,2016,,176
4559,2017,,190
4560,2018,,198
4561,2019,,209
4562,2020,,210
4563,2021,,213
4564,2009,,86
4565,2010,,95
4566,2011,,96
4567,2012,,97
4568,2013,,94
4569,2014,,97
4570,2015,,103
4571,2016,,103
4572,2017,,110
4573,2018,,108
4574,2019,,114
4575,2020,,118
4576,2021,,120
4577,2009,,110
4578,2010,,118
4579,2011,,116
4580,2012,,117
4581,2013,,121
4582,2014,,129
4583,2015,,133
4584,2016,,139
4585,2017,,139
4586,2018,,138
4587,2019,,148
4588,2020,,152
4589,2021,,153
4590,2009,,66
4591,2010,,64
4592,2011,,65
4593,2012,,67
4594,2013,,75
4595,2014,,83
4596,2015,,89
4597,2016,,98
4598,2017,,104
4599,2018,,115
4600,2019,,123
4601,2020,,126
4602,2021,,139
4603,2009,,99
4604,2010,,104
4605,2011,,100
4606,2012,,97
4607,2013,,95
4608,2014,,99
4609,2015,,93
4610,2016,,92
4611,2017,,94
4612,2018,,94
4613,2019,,93
4614,2020,,87
4615,2021,,81
4616,2009,,125
4617,2010,,125
4618,2011,,129
4619,2012,,131
4620,2013,,139
4621,2014,,135
4622,2015,,143
4623,2016,,144
4624,2017,,152
4625,2018,,160
4626,2019,,166
4627,2020,,179
4628,2021,,193
4629,2009,,144
4630,2010,,146
4631,2011,,148
4632,2012,,147
4633,2013,,143
4634,2014,,149
4635,2015,,150
4636,2016,,154
4637,2017,,153
4638,2018,,156
4639,2019,,152
4640,2020,,146
4641,2021,,144
4642,2009,,66
4643,2010,,71
4644,2011,,72
4645,2012,,75
4646,2013,,76
4647,2014,,77
4648,2015,,85
4649,2016,,84
4650,2017,,81
4651,2018,,84
4652,2019,,75
4653,2020,,70
4654,2021,,74
4655,2009,,92
4656,2010,,93
4657,2011,,91
4658,2012,,100
4659,2013,,104
4660,2014,,106
4661,2015,,114
4662,2016,,116
4663,2017,,125
4664,2018,,124
4665,2019,,124
4666,2020,,120
4667,2021,,124
4668,2009,,78
4669,2010,,82
4670,2011,,80
4671,2012,,82
4672,2013,,84
4673,2014,,78
4674,2015,,81
4675,2016,,84
4676,2017,,85
4677,2018,,82
4678,2019,,84
4679,2020,,82
4680,2021,,88
4681,2009,,54
4682,2010,,59
4683,2011,,61
4684,2012,,62
4685,2013,,56
4686,2014,,62
4687,2015,,61
4688,2016,,68
4689,2017,,71
4690,2018,,67
4691,2019,,70
4692,2020,,70
4693,2021,,79
4694,2009,,104
4695,2010,,104
4696,2011,,111
4697,2012,,117
4698,2013,,123
4699,2014,,129
4700,2015,,129
4701,2016,,124
4702,2017,,122
4703,2018,,121
4704,2019,,116
4705,2020,,112
4706,2021,,107
4707,2009,,59
4708,2010,,56
4709,2011,,58
4710,2012,,60
4711,2013,,72
4712,2014,,75
4713,2015,,84
4714,2016,,85
4715,2017,,95
4716,2018,,89
4717,2019,,91
4718,2020,,86
4719,2021,,98
4720,2009,,40
4721,2010,,42
4722,2011,,55
4723,2012,,67
4724,2013,,71
4725,2014,,76
4726,2015,,75
4727,2016,,80
4728,2017,,89
4729,2018,,97
4730,2019,,114
4731,2020,,130
4732,2021,,120
4733,2009,,126
4734,2010,,119
4735,2011,,121
4736,2012,,114
4737,2013,,114
4738,2014,,111
4739,2015,,111
4740,2016,,110
4741,2017,,101
4742,2018,,97
4743,2019,,86
4744,2020,,87
4745,2021,,86
4746,2009,,48
4747,2010,,52
4748,2011,,54
4749,2012,,58
4750,2013,,62
4751,2014,,66
4752,2015,,68
4753,2016,,67
4754,2017,,69
4755,2018,,75
4756,2019,,82
4757,2020,,82
4758,2021,,94
4759,2009,,98
4760,2010,,105
4761,2011,,105
4762,2012,,104
4763,2013,,106
